📺央视频道,#genre#
江西卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIRC9HRGp2NjRtVXZNQ1RCbCtPWWdpaXpSbUFyV2VoRWo2SmFhRGNHQjJveWw2TStEUkQrZXlEYnBiTXlpM3o1Q3RveG9uWTVvUzBhSDdiZjcyWkdMbzI%3D
辽宁卫视,http://192.168.6.1:1207/rtp/239.255.40.54:8208
辽宁卫视,https://feiyang.wangdu.site/decrypt.php?url=Tm9DSElnaGtHSTVFblcwV3ZUcDAwak82T3RkWm0zQnBkQlBXRW50NDdGTTJPN3JuelMrWmFBbExjaU45Rmk4QlExOGRjazZ2V1BUQVNPb2ZiZEZYaVRMbHJheUJFLzJyeGIrVDBFUEhFMG9QK0xXcC9QL2dsWGFVOHUxRGhIMjYxeUkzTVpDT2oySXAxbGtoakJzWCtBPT0%3D
内蒙古卫视,http://192.168.6.1:1207/rtp/239.255.40.14:8208
内蒙古卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIRDBZdkgwc1ljN1JtNWp6cEF2U3hlWGlEVVVaZXJIR1lIT2YvNHdINStyWUw5WSs2T2hSekVsaUtyOFZ0ckdYdGMrVTBOaGhzbndSRm5LK0FsOTN4WXA%3D
宁夏卫视,http://192.168.6.1:1207/rtp/239.255.40.8:8208
宁夏卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIRHpKWHlKV0xWamtxU0ZhQksybWVycUpJSG5ETzlOT0dGWDlYdnVsRE90ZVNzUHdRcC82YUxyWkdMbG84UWNwcUdmQUdiQ3BFSXVJREFxdElBYnE5OU0%3D
青海卫视,http://192.168.6.1:1207/rtp/239.255.40.15:8208
青海卫视,https://feiyang.wangdu.site/decrypt.php?url=U0g4Y0FyK2ZTZjRwQVdjUXY3K3MzOHVXMjc2NVdoK0FCdmsrRlAwcElIQzNuS2VWaEd0OWdkTW9nbUdTVVNkRzdtOUxrZk1EbXR2RHpjODU0cUdXckpJUEswWVIwN0VOODc2T2FuOGhNYmVmSW1HYm9ENnlWTUlSWk1SMzZYZUw%3D
山东卫视,http://192.168.6.1:1207/rtp/239.255.40.51:8208
